-1.80000,-0.25000,0.60000
-1.10000,-0.80000,0.10000
-1.10000,-0.80000,0.26667
-1.10000,-0.80000,0.43333
-1.10000,-0.80000,0.60000
-1.10000,-0.25000,0.10000
-1.10000,-0.25000,0.26667
-1.10000,-0.25000,0.43333
-1.10000,-0.25000,0.60000
-0.40000,-0.80000,0.10000
-0.40000,-0.80000,0.26667
-0.40000,-0.80000,0.43333
-0.40000,-0.80000,0.60000
-0.40000,-0.25000,0.10000
-0.40000,-0.25000,0.26667
-0.40000,-0.25000,0.43333
-0.40000,-0.25000,0.60000
-0.02000,-0.80000,0.10000
-0.02000,-0.80000,0.26667
-0.02000,-0.80000,0.43333
-0.02000,-0.80000,0.60000
-0.02000,-0.42500,0.10000
-0.02000,-0.42500,0.26667
-0.02000,-0.42500,0.43333
-0.02000,-0.42500,0.60000
-0.02000,-0.05000,0.10000
-0.02000,-0.05000,0.26667
-0.02000,-0.05000,0.43333
-0.02000,-0.05000,0.60000
0.40000,-0.80000,0.10000
0.40000,-0.80000,0.26667
0.40000,-0.80000,0.43333
0.40000,-0.80000,0.60000
0.40000,-0.42500,0.10000
0.40000,-0.42500,0.26667
0.40000,-0.42500,0.43333
0.40000,-0.42500,0.60000
0.40000,-0.05000,0.10000
0.40000,-0.05000,0.26667
0.40000,-0.05000,0.43333
0.40000,-0.05000,0.60000
